state,current_date,cumulative_var1_at_current_date,cumulative_var2_at_current_date,day_since_policy1,day_since_policy2,day_since_policy3,day_since_policy4,outcome_var,cat_var_Sector,num_var_Sector,cat_var2,key_cat_var1,econ_var4,econ_var3
ME,2/29/2020,0,0,-18,-15,-25,-32,0.28870029,C,130.2,No,No,3.1,56277
MI,2/29/2020,0,0,-18,-32,-23,-24,0.234997543,A,805.6,No,No,3.8,54909
MN,2/29/2020,0,0,-18,-13,nan,-28,0.185406789,C,549.1,No,No,3.2,68388
MO,2/29/2020,0,0,-18,-13,nan,-37,0.23474669,A,543.1,No,No,3.5,53578
MS,2/29/2020,0,0,-18,-14,-34,-34,0.268488961,B,243.7,No,No,5.5,43529
MT,2/29/2020,0,0,-18,-12,-28,-28,0.595086931,A,96,No,No,3.5,53386
NC,2/29/2020,0,0,-18,-10,-30,-30,0.190306308,A,851.5,No,No,3.6,52752
ND,2/29/2020,0,0,-18,-13,nan,nan,0.453601238,A,92.8,No,No,2.3,61843
NE,2/29/2020,13,0,-18,-13,nan,nan,0.251643809,A,198.6,No,No,3.9,59970
NH,2/29/2020,0,0,-18,-13,-28,-28,0.05091568,A,138.5,No,No,2.6,73381
NJ,2/29/2020,0,0,-18,-9,-21,-21,0.095071883,A,893.7,Yes,Yes,3.8,80088
NM,2/29/2020,0,0,-18,-11,-24,-24,0.122506958,B,189.7,No,No,4.8,46744
NV,2/29/2020,0,0,-18,-12,nan,-31,0.130423882,D,356.4,No,No,3.6,58003
NY,2/29/2020,0,0,-18,-7,-22,-22,-0.064740653,B,"1,488.10",Yes,Yes,3.8,64894
OH,2/29/2020,0,0,-18,-9,-24,-24,0.108421424,A,"1,028.40",No,No,4.1,54021
OK,2/29/2020,0,0,-18,-33,-32,nan,0.28351735,B,356.6,No,No,3.3,50051
OR,2/29/2020,1,0,-18,-8,nan,-23,0.128558934,A,359.3,Yes,Yes,3.3,60212
PA,2/29/2020,0,0,-18,-6,-23,-32,0.087818545,C,1307,No,No,4.7,59195
RI,2/29/2020,0,0,-18,-9,nan,-28,0.438275668,C,110.7,Yes,Yes,3.1,19343
SC,2/29/2020,0,0,-18,-13,nan,-38,0.255177227,A,410.6,No,No,2.4,63870
SD,2/29/2020,0,0,-18,-33,nan,nan,0.285502936,A,86.3,No,No,3.4,50570
TN,2/29/2020,0,0,-18,-12,-32,-33,0.229080724,A,653.1,No,No,3.3,56521
TX,2/29/2020,11,0,-18,-13,nan,-33,0.116975993,A,"2,549.20",No,No,4.5,51340
UT,2/29/2020,1,0,-18,-6,nan,-27,0.283435871,A,295.2,No,No,2.5,59206
VA,2/29/2020,0,0,-18,-12,nan,-30,0.109702832,E,779.6,No,No,2.7,57513
VT,2/29/2020,0,0,-18,-13,-25,-24,-0.045038198,C,65.4,No,Yes,2.4,68358
WA,2/29/2020,10,1,-18,0,-25,-23,0.205832787,A,654.7,Yes,Yes,3.9,71535
WI,2/29/2020,1,0,-18,-12,-25,-25,0.236788135,F,484.2,No,No,3.5,43469
WV,2/29/2020,0,0,-18,-16,-24,-24,0.177819971,B,152.1,No,No,5,70979
WY,2/29/2020,0,0,-18,-13,nan,nan,0.351221756,A,532.8,No,No,3.7,59305
AK,3/1/2020,0,0,-17,-10,-27,-27,0.092269362,B,79.3,No,No,6,73181
AL,3/1/2020,0,0,-17,-12,nan,-34,0.152220662,B,393.5,No,No,2.7,48123
AR,3/1/2020,0,0,-17,-10,nan,nan,0.103781273,A,253.2,No,No,3.5,45869
AZ,3/1/2020,1,0,-17,-10,nan,-30,-0.083775589,A,551.3,No,Yes,4.5,56581
CA,3/1/2020,33,0,-17,-3,-18,-18,-0.138223182,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/1/2020,0,0,-17,-10,-25,-25,-0.019209432,A,481.5,No,No,2.5,69117
CT,3/1/2020,0,0,-17,-9,-22,-22,0.006271289,C,345.1,Yes,Yes,3.7,74168
DC,3/1/2020,0,0,-17,-10,-24,-31,-0.28784218,B,239.7,Yes,Yes,5.2,82372
DE,3/1/2020,0,0,-17,-12,-23,-23,0.040652115,A,82.8,No,No,4,62852
FL,3/1/2020,2,0,-17,-8,nan,-33,-0.013859809,A,"1,823.00",No,No,2.8,52594
GA,3/1/2020,0,0,-17,-13,nan,-33,0.036303278,A,954.3,No,No,3.1,56183
HI,3/1/2020,0,0,-17,-3,-24,-24,-0.008987531,D,127.6,No,No,2.7,77765
IA,3/1/2020,0,0,-17,-16,nan,nan,0.228717696,A,308.2,No,No,2.8,58570
ID,3/1/2020,0,0,-17,-12,-24,-24,0.320305929,A,145.7,No,No,2.8,52225
IL,3/1/2020,3,0,-17,-8,-20,-20,0.063673225,A,1206.2,No,No,3.5,62992
IN,3/1/2020,0,0,-17,-5,-24,-24,0.033452264,A,602,No,No,3.1,54181
KS,3/1/2020,0,0,-17,-11,nan,-29,0.213791531,A,268.2,No,No,3.1,56422
KY,3/1/2020,0,0,-17,-5,-25,-25,0.112889415,A,400.8,No,No,4.3,48375
LA,3/1/2020,0,0,-17,-10,-22,-22,0.065819938,A,378.1,No,No,5.1,46145
MA,3/1/2020,1,0,-17,-9,-23,-23,-0.005526208,C,824.2,Yes,Yes,2.8,77385
MD,3/1/2020,0,0,-17,-4,-22,-29,-0.08258472,B,504.2,No,Yes,3.3,80776
ME,3/1/2020,0,0,-17,-14,-24,-31,0.128496104,C,130.2,No,No,3.1,56277
MI,3/1/2020,0,0,-17,-31,-22,-23,-0.01373196,A,805.6,No,No,3.8,54909
MN,3/1/2020,0,0,-17,-12,nan,-27,0.166356657,C,549.1,No,No,3.2,68388
MO,3/1/2020,0,0,-17,-12,nan,-36,0.097755173,A,543.1,No,No,3.5,53578
MS,3/1/2020,0,0,-17,-13,-33,-33,0.231362239,B,243.7,No,No,5.5,43529
MT,3/1/2020,0,0,-17,-11,-27,-27,0.369024971,A,96,No,No,3.5,53386
NC,3/1/2020,0,0,-17,-9,-29,-29,0.131142213,A,851.5,No,No,3.6,52752
ND,3/1/2020,0,0,-17,-12,nan,nan,0.136721394,A,92.8,No,No,2.3,61843
NE,3/1/2020,13,0,-17,-12,nan,nan,0.134399222,A,198.6,No,No,3.9,59970
NH,3/1/2020,0,0,-17,-12,-27,-27,0.072376618,A,138.5,No,No,2.6,73381
NJ,3/1/2020,0,0,-17,-8,-20,-20,-0.065581024,A,893.7,Yes,Yes,3.8,80088
NM,3/1/2020,0,0,-17,-10,-23,-23,0.146885423,B,189.7,No,No,4.8,46744
NV,3/1/2020,0,0,-17,-11,nan,-30,-0.163112612,D,356.4,No,No,3.6,58003
NY,3/1/2020,1,0,-17,-6,-21,-21,-0.087650112,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/1/2020,0,0,-17,-8,-23,-23,0.010623846,A,"1,028.40",No,No,4.1,54021
OK,3/1/2020,0,0,-17,-32,-31,nan,0.201368538,B,356.6,No,No,3.3,50051
OR,3/1/2020,2,0,-17,-7,nan,-22,0.060287731,A,359.3,Yes,Yes,3.3,60212
PA,3/1/2020,0,0,-17,-5,-22,-31,-0.01695012,C,1307,No,No,4.7,59195
RI,3/1/2020,2,0,-17,-8,nan,-27,-0.059041582,C,110.7,Yes,Yes,3.1,19343
SC,3/1/2020,0,0,-17,-12,nan,-37,0.101205911,A,410.6,No,No,2.4,63870
SD,3/1/2020,0,0,-17,-32,nan,nan,0.244989928,A,86.3,No,No,3.4,50570
TN,3/1/2020,0,0,-17,-11,-31,-32,0.05873275,A,653.1,No,No,3.3,56521
TX,3/1/2020,11,0,-17,-12,nan,-32,0.049374716,A,"2,549.20",No,No,4.5,51340
UT,3/1/2020,1,0,-17,-5,nan,-26,0.01063462,A,295.2,No,No,2.5,59206
VA,3/1/2020,0,0,-17,-11,nan,-29,0.078043838,E,779.6,No,No,2.7,57513
VT,3/1/2020,0,0,-17,-12,-24,-23,0.113650509,C,65.4,No,Yes,2.4,68358
WA,3/1/2020,17,3,-17,1,-24,-22,0.161428482,A,654.7,Yes,Yes,3.9,71535
WI,3/1/2020,1,0,-17,-11,-24,-24,0.038547227,F,484.2,No,No,3.5,43469
WV,3/1/2020,0,0,-17,-15,-23,-23,0.096628658,B,152.1,No,No,5,70979
WY,3/1/2020,0,0,-17,-12,nan,nan,-0.046304689,A,532.8,No,No,3.7,59305
AK,3/2/2020,0,0,-16,-9,-26,-26,0.074790592,B,79.3,No,No,6,73181
AL,3/2/2020,0,0,-16,-11,nan,-33,-0.127235725,B,393.5,No,No,2.7,48123
AR,3/2/2020,0,0,-16,-9,nan,nan,0.049542925,A,253.2,No,No,3.5,45869
AZ,3/2/2020,1,0,-16,-9,nan,-29,-0.112445548,A,551.3,No,Yes,4.5,56581
CA,3/2/2020,38,0,-16,-2,-17,-17,-0.229829154,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/2/2020,0,0,-16,-9,-24,-24,-0.041304989,A,481.5,No,No,2.5,69117
CT,3/2/2020,0,0,-16,-8,-21,-21,-0.127987223,C,345.1,Yes,Yes,3.7,74168
DC,3/2/2020,0,0,-16,-9,-23,-30,-0.164165735,B,239.7,Yes,Yes,5.2,82372
DE,3/2/2020,0,0,-16,-11,-22,-22,0.009027727,A,82.8,No,No,4,62852
FL,3/2/2020,2,0,-16,-7,nan,-32,-0.102995689,A,"1,823.00",No,No,2.8,52594
GA,3/2/2020,2,0,-16,-12,nan,-32,-0.140483212,A,954.3,No,No,3.1,56183
HI,3/2/2020,0,0,-16,-2,-23,-23,-0.253454426,D,127.6,No,No,2.7,77765
IA,3/2/2020,0,0,-16,-15,nan,nan,0.102674601,A,308.2,No,No,2.8,58570
ID,3/2/2020,0,0,-16,-11,-23,-23,-0.038461718,A,145.7,No,No,2.8,52225
IL,3/2/2020,4,0,-16,-7,-19,-19,-0.062386911,A,1206.2,No,No,3.5,62992
IN,3/2/2020,0,0,-16,-4,-23,-23,-0.015487041,A,602,No,No,3.1,54181
KS,3/2/2020,0,0,-16,-10,nan,-28,-0.000692096,A,268.2,No,No,3.1,56422
KY,3/2/2020,0,0,-16,-4,-24,-24,-0.097030957,A,400.8,No,No,4.3,48375
LA,3/2/2020,0,0,-16,-9,-21,-21,-0.011582841,A,378.1,No,No,5.1,46145
MA,3/2/2020,2,0,-16,-8,-22,-22,-0.121498347,C,824.2,Yes,Yes,2.8,77385
MD,3/2/2020,0,0,-16,-3,-21,-28,-0.141272726,B,504.2,No,Yes,3.3,80776
ME,3/2/2020,0,0,-16,-13,-23,-30,-0.061682473,C,130.2,No,No,3.1,56277
MI,3/2/2020,0,0,-16,-30,-21,-22,0.069969208,A,805.6,No,No,3.8,54909
MN,3/2/2020,0,0,-16,-11,nan,-26,0.013311991,C,549.1,No,No,3.2,68388
MO,3/2/2020,0,0,-16,-11,nan,-35,-0.097104045,A,543.1,No,No,3.5,53578
MS,3/2/2020,0,0,-16,-12,-32,-32,0.115428347,B,243.7,No,No,5.5,43529
MT,3/2/2020,0,0,-16,-10,-26,-26,0.124799514,A,96,No,No,3.5,53386
NC,3/2/2020,0,0,-16,-8,-28,-28,0.004766824,A,851.5,No,No,3.6,52752
ND,3/2/2020,0,0,-16,-11,nan,nan,0.095641097,A,92.8,No,No,2.3,61843
NE,3/2/2020,13,0,-16,-11,nan,nan,0.083455725,A,198.6,No,No,3.9,59970
NH,3/2/2020,1,0,-16,-11,-26,-26,-0.181550147,A,138.5,No,No,2.6,73381
NJ,3/2/2020,0,0,-16,-7,-19,-19,-0.085051313,A,893.7,Yes,Yes,3.8,80088
NM,3/2/2020,0,0,-16,-9,-22,-22,0.109280224,B,189.7,No,No,4.8,46744
NV,3/2/2020,0,0,-16,-10,nan,-29,-0.325646046,D,356.4,No,No,3.6,58003
NY,3/2/2020,1,0,-16,-5,-20,-20,-0.128017444,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/2/2020,0,0,-16,-7,-22,-22,-0.046737983,A,"1,028.40",No,No,4.1,54021
OK,3/2/2020,0,0,-16,-31,-30,nan,0.030374765,B,356.6,No,No,3.3,50051
OR,3/2/2020,2,0,-16,-6,nan,-21,-0.143791817,A,359.3,Yes,Yes,3.3,60212
PA,3/2/2020,0,0,-16,-4,-21,-30,-0.04830847,C,1307,No,No,4.7,59195
RI,3/2/2020,2,0,-16,-7,nan,-26,-0.10098636,C,110.7,Yes,Yes,3.1,19343
SC,3/2/2020,0,0,-16,-11,nan,-36,-0.025657808,A,410.6,No,No,2.4,63870
SD,3/2/2020,0,0,-16,-31,nan,nan,0.182285649,A,86.3,No,No,3.4,50570
TN,3/2/2020,0,0,-16,-10,-30,-31,-0.102984562,A,653.1,No,No,3.3,56521
TX,3/2/2020,11,0,-16,-11,nan,-31,0.006540423,A,"2,549.20",No,No,4.5,51340
UT,3/2/2020,1,0,-16,-4,nan,-25,-0.127470361,A,295.2,No,No,2.5,59206
VA,3/2/2020,0,0,-16,-10,nan,-28,-0.010416532,E,779.6,No,No,2.7,57513
VT,3/2/2020,0,0,-16,-11,-23,-22,-0.273516324,C,65.4,No,Yes,2.4,68358
WA,3/2/2020,23,6,-16,2,-23,-21,-0.215405294,A,654.7,Yes,Yes,3.9,71535
WI,3/2/2020,1,0,-16,-10,-23,-23,0.031218041,F,484.2,No,No,3.5,43469
WV,3/2/2020,0,0,-16,-14,-22,-22,-0.024852475,B,152.1,No,No,5,70979
WY,3/2/2020,0,0,-16,-11,nan,nan,-0.395019435,A,532.8,No,No,3.7,59305
AK,3/3/2020,0,0,-15,-8,-25,-25,-0.016159735,B,79.3,No,No,6,73181
AL,3/3/2020,0,0,-15,-10,nan,-32,-0.066080823,B,393.5,No,No,2.7,48123
AR,3/3/2020,0,0,-15,-8,nan,nan,0.110402799,A,253.2,No,No,3.5,45869
AZ,3/3/2020,2,0,-15,-8,nan,-28,-0.037499168,A,551.3,No,Yes,4.5,56581
CA,3/3/2020,45,0,-15,-1,-16,-16,-0.112129827,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/3/2020,0,0,-15,-8,-23,-23,0.02157616,A,481.5,No,No,2.5,69117
CT,3/3/2020,0,0,-15,-7,-20,-20,-0.200761145,C,345.1,Yes,Yes,3.7,74168
DC,3/3/2020,0,0,-15,-8,-22,-29,0.575940693,B,239.7,Yes,Yes,5.2,82372
DE,3/3/2020,0,0,-15,-10,-21,-21,-0.055463488,A,82.8,No,No,4,62852
FL,3/3/2020,3,0,-15,-6,nan,-31,-0.146662625,A,"1,823.00",No,No,2.8,52594
GA,3/3/2020,2,0,-15,-11,nan,-31,-0.148082865,A,954.3,No,No,3.1,56183
HI,3/3/2020,0,0,-15,-1,-22,-22,-0.185805384,D,127.6,No,No,2.7,77765
IA,3/3/2020,0,0,-15,-14,nan,nan,0.024915547,A,308.2,No,No,2.8,58570
ID,3/3/2020,0,0,-15,-10,-22,-22,-0.257453672,A,145.7,No,No,2.8,52225
IL,3/3/2020,4,0,-15,-6,-18,-18,-0.070608569,A,1206.2,No,No,3.5,62992
IN,3/3/2020,0,0,-15,-3,-22,-22,-0.018754085,A,602,No,No,3.1,54181
KS,3/3/2020,0,0,-15,-9,nan,-27,-0.005214422,A,268.2,No,No,3.1,56422
KY,3/3/2020,0,0,-15,-3,-23,-23,-0.055104884,A,400.8,No,No,4.3,48375
LA,3/3/2020,0,0,-15,-8,-20,-20,-0.08662483,A,378.1,No,No,5.1,46145
MA,3/3/2020,2,0,-15,-7,-21,-21,-0.200566858,C,824.2,Yes,Yes,2.8,77385
MD,3/3/2020,0,0,-15,-2,-20,-27,-0.178596684,B,504.2,No,Yes,3.3,80776
ME,3/3/2020,0,0,-15,-12,-22,-29,-0.069566994,C,130.2,No,No,3.1,56277
MI,3/3/2020,0,0,-15,-29,-20,-21,-0.038035168,A,805.6,No,No,3.8,54909
MN,3/3/2020,0,0,-15,-10,nan,-25,-0.16132088,C,549.1,No,No,3.2,68388
MO,3/3/2020,0,0,-15,-10,nan,-34,-0.004729104,A,543.1,No,No,3.5,53578
MS,3/3/2020,0,0,-15,-11,-31,-31,0.001526188,B,243.7,No,No,5.5,43529
MT,3/3/2020,0,0,-15,-9,-25,-25,-0.134072071,A,96,No,No,3.5,53386
NC,3/3/2020,1,0,-15,-7,-27,-27,-0.039891347,A,851.5,No,No,3.6,52752
ND,3/3/2020,0,0,-15,-10,nan,nan,-0.11982858,A,92.8,No,No,2.3,61843
NE,3/3/2020,13,0,-15,-10,nan,nan,-0.122820735,A,198.6,No,No,3.9,59970
NH,3/3/2020,2,0,-15,-10,-25,-25,-0.142439929,A,138.5,No,No,2.6,73381
NJ,3/3/2020,0,0,-15,-6,-18,-18,-0.196127867,A,893.7,Yes,Yes,3.8,80088
NM,3/3/2020,0,0,-15,-8,-21,-21,0.107671188,B,189.7,No,No,4.8,46744
NV,3/3/2020,0,0,-15,-9,nan,-28,-0.211554572,D,356.4,No,No,3.6,58003
NY,3/3/2020,2,0,-15,-4,-19,-19,-0.218818417,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/3/2020,0,0,-15,-6,-21,-21,-0.11159682,A,"1,028.40",No,No,4.1,54021
OK,3/3/2020,0,0,-15,-30,-29,nan,0.054410968,B,356.6,No,No,3.3,50051
OR,3/3/2020,2,0,-15,-5,nan,-20,-0.219362515,A,359.3,Yes,Yes,3.3,60212
PA,3/3/2020,0,0,-15,-3,-20,-29,-0.148950149,C,1307,No,No,4.7,59195
RI,3/3/2020,2,0,-15,-6,nan,-25,-0.192129162,C,110.7,Yes,Yes,3.1,19343
SC,3/3/2020,0,0,-15,-10,nan,-35,-0.132812167,A,410.6,No,No,2.4,63870
SD,3/3/2020,0,0,-15,-30,nan,nan,0.030436896,A,86.3,No,No,3.4,50570
TN,3/3/2020,0,0,-15,-9,-29,-30,-0.162893773,A,653.1,No,No,3.3,56521
TX,3/3/2020,11,0,-15,-10,nan,-30,-0.061172808,A,"2,549.20",No,No,4.5,51340
UT,3/3/2020,1,0,-15,-3,nan,-24,-0.065494731,A,295.2,No,No,2.5,59206
VA,3/3/2020,0,0,-15,-9,nan,-27,-0.068082781,E,779.6,No,No,2.7,57513
VT,3/3/2020,0,0,-15,-10,-22,-21,-0.270643215,C,65.4,No,Yes,2.4,68358
WA,3/3/2020,32,10,-15,3,-22,-20,-0.354297568,A,654.7,Yes,Yes,3.9,71535
WI,3/3/2020,1,0,-15,-9,-22,-22,-0.053033819,F,484.2,No,No,3.5,43469
WV,3/3/2020,0,0,-15,-13,-21,-21,-0.060513847,B,152.1,No,No,5,70979
WY,3/3/2020,0,0,-15,-10,nan,nan,-0.497077107,A,532.8,No,No,3.7,59305
AK,3/4/2020,0,0,-14,-7,-24,-24,-0.536210565,B,79.3,No,No,6,73181
AL,3/4/2020,0,0,-14,-9,nan,-31,-0.201295788,B,393.5,No,No,2.7,48123
AR,3/4/2020,0,0,-14,-7,nan,nan,0.047559847,A,253.2,No,No,3.5,45869
AZ,3/4/2020,2,0,-14,-7,nan,-27,-0.004715761,A,551.3,No,Yes,4.5,56581
CA,3/4/2020,55,1,-14,0,-15,-15,-0.087212257,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/4/2020,0,0,-14,-7,-22,-22,0.088731842,A,481.5,No,No,2.5,69117
CT,3/4/2020,0,0,-14,-6,-19,-19,-0.103781018,C,345.1,Yes,Yes,3.7,74168
DC,3/4/2020,0,0,-14,-7,-21,-28,0.025871486,B,239.7,Yes,Yes,5.2,82372
DE,3/4/2020,0,0,-14,-9,-20,-20,-0.039088364,A,82.8,No,No,4,62852
FL,3/4/2020,3,0,-14,-5,nan,-30,0.002300842,A,"1,823.00",No,No,2.8,52594
GA,3/4/2020,2,0,-14,-10,nan,-30,-0.228475113,A,954.3,No,No,3.1,56183
HI,3/4/2020,0,0,-14,0,-21,-21,-0.527640811,D,127.6,No,No,2.7,77765
IA,3/4/2020,0,0,-14,-13,nan,nan,0.019482546,A,308.2,No,No,2.8,58570
ID,3/4/2020,0,0,-14,-9,-21,-21,-0.306411873,A,145.7,No,No,2.8,52225
IL,3/4/2020,4,0,-14,-5,-17,-17,0.099870488,A,1206.2,No,No,3.5,62992
IN,3/4/2020,0,0,-14,-2,-21,-21,0.141781549,A,602,No,No,3.1,54181
KS,3/4/2020,0,0,-14,-8,nan,-26,0.14462207,A,268.2,No,No,3.1,56422
KY,3/4/2020,0,0,-14,-2,-22,-22,0.015793649,A,400.8,No,No,4.3,48375
LA,3/4/2020,0,0,-14,-7,-19,-19,-0.33223255,A,378.1,No,No,5.1,46145
MA,3/4/2020,2,0,-14,-6,-20,-20,-0.218333176,C,824.2,Yes,Yes,2.8,77385
MD,3/4/2020,0,0,-14,-1,-19,-26,-0.033354528,B,504.2,No,Yes,3.3,80776
ME,3/4/2020,0,0,-14,-11,-21,-28,-0.339356762,C,130.2,No,No,3.1,56277
MI,3/4/2020,0,0,-14,-28,-19,-20,0.121207638,A,805.6,No,No,3.8,54909
MN,3/4/2020,0,0,-14,-9,nan,-24,0.116382176,C,549.1,No,No,3.2,68388
MO,3/4/2020,0,0,-14,-9,nan,-33,0.146420595,A,543.1,No,No,3.5,53578
MS,3/4/2020,0,0,-14,-10,-30,-30,-0.194283534,B,243.7,No,No,5.5,43529
MT,3/4/2020,0,0,-14,-8,-24,-24,-0.257122457,A,96,No,No,3.5,53386
NC,3/4/2020,1,0,-14,-6,-26,-26,0.069444253,A,851.5,No,No,3.6,52752
ND,3/4/2020,0,0,-14,-9,nan,nan,-0.069945525,A,92.8,No,No,2.3,61843
NE,3/4/2020,13,0,-14,-9,nan,nan,-0.032162998,A,198.6,No,No,3.9,59970
NH,3/4/2020,2,0,-14,-9,-24,-24,-0.395254007,A,138.5,No,No,2.6,73381
NJ,3/4/2020,1,0,-14,-5,-17,-17,-0.024885403,A,893.7,Yes,Yes,3.8,80088
NM,3/4/2020,0,0,-14,-7,-20,-20,-0.125285819,B,189.7,No,No,4.8,46744
NV,3/4/2020,0,0,-14,-8,nan,-27,-0.080350043,D,356.4,No,No,3.6,58003
NY,3/4/2020,11,0,-14,-3,-18,-18,-0.138119505,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/4/2020,0,0,-14,-5,-20,-20,0.040457341,A,"1,028.40",No,No,4.1,54021
OK,3/4/2020,0,0,-14,-29,-28,nan,0.069887097,B,356.6,No,No,3.3,50051
OR,3/4/2020,2,0,-14,-4,nan,-19,-0.222318378,A,359.3,Yes,Yes,3.3,60212
PA,3/4/2020,0,0,-14,-2,-19,-28,-0.045790154,C,1307,No,No,4.7,59195
RI,3/4/2020,2,0,-14,-5,nan,-24,-0.096859234,C,110.7,Yes,Yes,3.1,19343
SC,3/4/2020,0,0,-14,-9,nan,-34,-0.082987981,A,410.6,No,No,2.4,63870
SD,3/4/2020,0,0,-14,-29,nan,nan,0.022250573,A,86.3,No,No,3.4,50570
TN,3/4/2020,0,0,-14,-8,-28,-29,0.074984771,A,653.1,No,No,3.3,56521
TX,3/4/2020,12,0,-14,-9,nan,-29,-0.041789433,A,"2,549.20",No,No,4.5,51340
UT,3/4/2020,1,0,-14,-2,nan,-23,-0.034612986,A,295.2,No,No,2.5,59206
VA,3/4/2020,0,0,-14,-8,nan,-26,-0.009972495,E,779.6,No,No,2.7,57513
VT,3/4/2020,0,0,-14,-9,-21,-20,-0.535563094,C,65.4,No,Yes,2.4,68358
WA,3/4/2020,47,11,-14,4,-21,-19,-0.341036687,A,654.7,Yes,Yes,3.9,71535
WI,3/4/2020,1,0,-14,-8,-21,-21,-0.034241822,F,484.2,No,No,3.5,43469
WV,3/4/2020,0,0,-14,-12,-20,-20,-0.068287843,B,152.1,No,No,5,70979
WY,3/4/2020,0,0,-14,-9,nan,nan,-0.127953639,A,532.8,No,No,3.7,59305
AK,3/5/2020,0,0,-13,-6,-23,-23,-0.382516577,B,79.3,No,No,6,73181
AL,3/5/2020,0,0,-13,-8,nan,-30,-0.061842813,B,393.5,No,No,2.7,48123
AR,3/5/2020,0,0,-13,-6,nan,nan,0.061220013,A,253.2,No,No,3.5,45869
AZ,3/5/2020,2,0,-13,-6,nan,-26,0.028344637,A,551.3,No,Yes,4.5,56581
CA,3/5/2020,67,1,-13,1,-14,-14,-0.149336188,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/5/2020,2,0,-13,-6,-21,-21,-0.106681409,A,481.5,No,No,2.5,69117
CT,3/5/2020,0,0,-13,-5,-18,-18,0.011743265,C,345.1,Yes,Yes,3.7,74168
DC,3/5/2020,0,0,-13,-6,-20,-27,0.179246202,B,239.7,Yes,Yes,5.2,82372
DE,3/5/2020,0,0,-13,-8,-19,-19,-0.082735809,A,82.8,No,No,4,62852
FL,3/5/2020,4,0,-13,-4,nan,-29,-0.074644535,A,"1,823.00",No,No,2.8,52594
GA,3/5/2020,2,0,-13,-9,nan,-29,-0.194620585,A,954.3,No,No,3.1,56183
HI,3/5/2020,0,0,-13,1,-20,-20,0.033382204,D,127.6,No,No,2.7,77765
IA,3/5/2020,0,0,-13,-12,nan,nan,-0.111860179,A,308.2,No,No,2.8,58570
ID,3/5/2020,0,0,-13,-8,-20,-20,-0.450230329,A,145.7,No,No,2.8,52225
IL,3/5/2020,5,0,-13,-4,-16,-16,-0.05249688,A,1206.2,No,No,3.5,62992
IN,3/5/2020,0,0,-13,-1,-20,-20,0.064082898,A,602,No,No,3.1,54181
KS,3/5/2020,0,0,-13,-7,nan,-25,0.129248669,A,268.2,No,No,3.1,56422
KY,3/5/2020,0,0,-13,-1,-21,-21,0.023300917,A,400.8,No,No,4.3,48375
LA,3/5/2020,0,0,-13,-6,-18,-18,-0.038832204,A,378.1,No,No,5.1,46145
MA,3/5/2020,3,0,-13,-5,-19,-19,-0.055054511,C,824.2,Yes,Yes,2.8,77385
MD,3/5/2020,3,0,-13,0,-18,-25,0.016557903,B,504.2,No,Yes,3.3,80776
ME,3/5/2020,0,0,-13,-10,-20,-27,-0.09419167,C,130.2,No,No,3.1,56277
MI,3/5/2020,0,0,-13,-27,-18,-19,0.025395139,A,805.6,No,No,3.8,54909
MN,3/5/2020,0,0,-13,-8,nan,-23,-0.033551147,C,549.1,No,No,3.2,68388
MO,3/5/2020,0,0,-13,-8,nan,-32,0.064390847,A,543.1,No,No,3.5,53578
MS,3/5/2020,0,0,-13,-9,-29,-29,0.011708946,B,243.7,No,No,5.5,43529
MT,3/5/2020,0,0,-13,-7,-23,-23,-0.498611568,A,96,No,No,3.5,53386
NC,3/5/2020,1,0,-13,-5,-25,-25,0.18110227,A,851.5,No,No,3.6,52752
ND,3/5/2020,0,0,-13,-8,nan,nan,-0.505444711,A,92.8,No,No,2.3,61843
NE,3/5/2020,13,0,-13,-8,nan,nan,-0.05322271,A,198.6,No,No,3.9,59970
NH,3/5/2020,2,0,-13,-8,-23,-23,-0.2165602,A,138.5,No,No,2.6,73381
NJ,3/5/2020,2,0,-13,-4,-16,-16,-0.016367441,A,893.7,Yes,Yes,3.8,80088
NM,3/5/2020,0,0,-13,-6,-19,-19,-0.184420635,B,189.7,No,No,4.8,46744
NV,3/5/2020,2,0,-13,-7,nan,-26,-0.21591917,D,356.4,No,No,3.6,58003
NY,3/5/2020,22,0,-13,-2,-17,-17,-0.064705853,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/5/2020,0,0,-13,-4,-19,-19,0.099801485,A,"1,028.40",No,No,4.1,54021
OK,3/5/2020,0,0,-13,-28,-27,nan,0.092815863,B,356.6,No,No,3.3,50051
OR,3/5/2020,2,0,-13,-3,nan,-18,-0.188072164,A,359.3,Yes,Yes,3.3,60212
PA,3/5/2020,0,0,-13,-1,-18,-27,0.031960762,C,1307,No,No,4.7,59195
RI,3/5/2020,2,0,-13,-4,nan,-23,-0.0753815,C,110.7,Yes,Yes,3.1,19343
SC,3/5/2020,0,0,-13,-8,nan,-33,-0.103051823,A,410.6,No,No,2.4,63870
